rid,tier,canonical_predicate,predicate,head,tail,head_role,tail_role,frame,polarity,modality,epistemic,hedged,attributed_to,anchor,reified,confidence,verifier_score,evidence_chunk_ids,evidence_text,judge_span,judge_predicate,judge_direction,judge_polarity_modality,notes
#68:2114,frame,fn:Giving:Recipient->Theme,Giving,Gina,Dance,Recipient,Theme,Giving,pos,none,asserted,False,,frame,True,,,e76d30fb7a85ddca 1e364d92e8332a0b,"Gina: Thanks, Jon! Appreciate your offer. Since I lost my job at Door Dash, things have been tough. But here's some good news - I've got something to share!
Jon: Wow, that's awesome! Can't wait to hear it!
Gina: Yay! My online clothes store is open! I've been dreaming of this for a while now - can't wait to see what happens!
Jon: Congrats! That's awesome! What gave you the idea to start the online store?
Gina: Thanks! I'm passionate about fashion trends and finding unique pieces. Plus, I wanted to blend my love for dance and fashion, so it was a perfect match.
--- chunk break ---
Jon: Congrats! That's awesome! What gave you the idea to start the online store?
Gina: Thanks! I'm passionate about fashion trends and finding unique pieces. Plus, I wanted to blend my love for dance and fashion, so it was a perfect match.
Jon: Wow, that's awesome! Combining your two interests into a store is super cool. Best of luck with it!
Gina: Thanks! How is biz going? I hope it's going well!
Jon: Thanks for askin', Gina! Losing my job was hard, but I'm livin' my dreams now. Startin' my biz has been tough but I'm gonna make it! I keep facing new challenges, but I'm sure it'll be worth it in the end.",,,,,
#68:2125,frame,fn:Giving:Recipient->Theme,Giving,Gina,unique pieces,Recipient,Theme,Giving,pos,none,asserted,False,,frame,True,,,1e364d92e8332a0b,"Jon: Congrats! That's awesome! What gave you the idea to start the online store?
Gina: Thanks! I'm passionate about fashion trends and finding unique pieces. Plus, I wanted to blend my love for dance and fashion, so it was a perfect match.
Jon: Wow, that's awesome! Combining your two interests into a store is super cool. Best of luck with it!
Gina: Thanks! How is biz going? I hope it's going well!
Jon: Thanks for askin', Gina! Losing my job was hard, but I'm livin' my dreams now. Startin' my biz has been tough but I'm gonna make it! I keep facing new challenges, but I'm sure it'll be worth it in the end.",,,,,
#68:2131,frame,fn:Activity_ongoing:Activity->Agent,Activity_ongoing,journey,Gina,Activity,Agent,Activity_ongoing,pos,none,asserted,False,,frame,True,,,3b1e5c8cce86ccd0,"Jon: Yeah, it's been a rollercoaster. But your success really inspires me to keep pushing forward. Your determination is awesome!
Gina: Thanks, Jon! Your words are really encouraging. Glad my journey is inspiring others.
Jon: Yeah, totally! It's great we both face the same challenges, it motivates us and it's like having a partner to dance with!
Gina: Yep! We're both on different paths, but it's nice to have someone to root for us. We can do it!
Jon: Definitely! Having someone back us up is great. Let's keep going and reach success together!",,,,,
#68:2132,frame,fn:Activity_ongoing:Activity->Agent,Activity_ongoing,journey,Jon,Activity,Agent,Activity_ongoing,pos,none,asserted,False,,frame,True,,,3b1e5c8cce86ccd0,"Jon: Yeah, it's been a rollercoaster. But your success really inspires me to keep pushing forward. Your determination is awesome!
Gina: Thanks, Jon! Your words are really encouraging. Glad my journey is inspiring others.
Jon: Yeah, totally! It's great we both face the same challenges, it motivates us and it's like having a partner to dance with!
Gina: Yep! We're both on different paths, but it's nice to have someone to root for us. We can do it!
Jon: Definitely! Having someone back us up is great. Let's keep going and reach success together!",,,,,
#68:2133,frame,fn:Activity_ongoing:Activity->Agent,Activity_ongoing,journey,partner,Activity,Agent,Activity_ongoing,pos,none,asserted,False,,frame,True,,,3b1e5c8cce86ccd0,"Jon: Yeah, it's been a rollercoaster. But your success really inspires me to keep pushing forward. Your determination is awesome!
Gina: Thanks, Jon! Your words are really encouraging. Glad my journey is inspiring others.
Jon: Yeah, totally! It's great we both face the same challenges, it motivates us and it's like having a partner to dance with!
Gina: Yep! We're both on different paths, but it's nice to have someone to root for us. We can do it!
Jon: Definitely! Having someone back us up is great. Let's keep going and reach success together!",,,,,
#68:2157,frame,fn:Needing:Cognizer->Dependent,Needing,Jon,Gina,Cognizer,Dependent,Needing,pos,none,asserted,False,,frame,True,,,4e0af2dc6a743aac,"Jon: Hey Gina, I had to shut down my bank account. It was tough, but I needed to do it for my biz.
Gina: Oh no, Jon! Sorry to hear that. Tough decision for you? How're you handling the changes?
Jon: It was a tough call, but I thought it'd help my biz grow. Handling changes has been hard, but I'm staying positive and looking ahead. Anything new for you?
Gina: Oof, that's tough, Jon. I got some new offers and promotions going on my online store to try and bring in new customers. It's been a wild ride starting my business, but I'm not giving up!
Jon: Nice one, Gina! Love how you never give up. What helps you stay motivated?",,,,,
#68:2170,frame,fn:Cause_to_be_included:Existing_member->Group,Cause_to_be_included,Gina,People,Existing_member,Group,Cause_to_be_included,pos,none,asserted,False,,frame,True,,,fa118a62910b35db,"Jon: Wow, that's great! What made you combine clothing biz and dance?
Gina: Thanks! I'm passionate about dance and fashion so combining them lets me show my creativity and share my love with others. Plus, I can add dance-inspired items to my store!
Jon: Nice work! Combining passions is always cool. How's it going?
Gina: Thanks! So far, so good - customers love the new offers and promotions, which means I'm seeing more sales. People seem to really like my designs, so I'm always on the hunt for unique, trendy pieces. Growing my customer base is the main focus right now.
Jon: Sounds like all your effort's paying off. Anything planned to grow your customer base?",,,,,
#68:2173,frame,fn:Cause_to_be_included:Existing_member->Group,Cause_to_be_included,Jon,People,Existing_member,Group,Cause_to_be_included,pos,none,asserted,False,,frame,True,,,fa118a62910b35db,"Jon: Wow, that's great! What made you combine clothing biz and dance?
Gina: Thanks! I'm passionate about dance and fashion so combining them lets me show my creativity and share my love with others. Plus, I can add dance-inspired items to my store!
Jon: Nice work! Combining passions is always cool. How's it going?
Gina: Thanks! So far, so good - customers love the new offers and promotions, which means I'm seeing more sales. People seem to really like my designs, so I'm always on the hunt for unique, trendy pieces. Growing my customer base is the main focus right now.
Jon: Sounds like all your effort's paying off. Anything planned to grow your customer base?",,,,,
#68:2174,frame,fn:Cause_to_be_included:Group->New_member,Cause_to_be_included,customers,Jon,Group,New_member,Cause_to_be_included,pos,none,asserted,False,,frame,True,,,fa118a62910b35db,"Jon: Wow, that's great! What made you combine clothing biz and dance?
Gina: Thanks! I'm passionate about dance and fashion so combining them lets me show my creativity and share my love with others. Plus, I can add dance-inspired items to my store!
Jon: Nice work! Combining passions is always cool. How's it going?
Gina: Thanks! So far, so good - customers love the new offers and promotions, which means I'm seeing more sales. People seem to really like my designs, so I'm always on the hunt for unique, trendy pieces. Growing my customer base is the main focus right now.
Jon: Sounds like all your effort's paying off. Anything planned to grow your customer base?",,,,,
#68:28,frame,fn:Competition:Competition->Participants,Competition,dance competitions,biz,Competition,Participants,Competition,pos,none,asserted,False,,frame,True,,,69b78dfe9e8a7108,"Gina: I used to compete in a few dance competitions and shows - my fav memory was when my team won first place at a regionals at age fifteen. It was an awesome feeling of accomplishment!
Jon: Wow! Winning first place is amazing! What dance were you doing?
Gina: Thanks! We just did a contemporary piece called ""Finding Freedom."" It was really emotional and powerful.
Jon: Wow, that must've been great! Check my ideal dance studio by the water.
Gina: Cool setup! Man, you can't deny that view! Got time to rehearse with a biz and a new store?",,,,,
#68:29,frame,fn:Competition:Competition->Participants,Competition,dance competitions,new store,Competition,Participants,Competition,pos,none,asserted,False,,frame,True,,,69b78dfe9e8a7108,"Gina: I used to compete in a few dance competitions and shows - my fav memory was when my team won first place at a regionals at age fifteen. It was an awesome feeling of accomplishment!
Jon: Wow! Winning first place is amazing! What dance were you doing?
Gina: Thanks! We just did a contemporary piece called ""Finding Freedom."" It was really emotional and powerful.
Jon: Wow, that must've been great! Check my ideal dance studio by the water.
Gina: Cool setup! Man, you can't deny that view! Got time to rehearse with a biz and a new store?",,,,,
#68:32,frame,fn:Getting:Recipient->Theme,Getting,Gina,Jon's passions,Recipient,Theme,Getting,pos,none,asserted,False,,frame,True,0.5,,de93988dbf479f8a,"Jon: Success is almost here. We got this!
Jon: Hey Gina, hope you're doing ok! Still following my passion for dance. It's been bumpy, but I'm determined to make it work. I'm still searching for a place to open my dance studio.
Gina: Hi Jon! So happy you're pushing forward with dancing! Inspiring 💪 I emailed some wholesalers and one replied and said yes today! I'm over the moon because now I can expand my clothing store and get closer to my customers. Check it out - here's a pic!
Jon: Wow, Gina! You found the perfect spot for your store. Way to go, hard work's paying off!
Gina: Thanks! Glad you like it. Yeah, it's a great spot. Here's a peek at the space I designed. Cozy and inviting - perfect for customers to check out all the trendy pieces.",,,,,
#68:4118,frame,fn:Event:Place->Time,Event,dance studio,awesome night,Place,Time,Event,pos,none,asserted,False,,frame,True,,,62620a91dd2d3518,"Gina: Woah, cool event! What's gonna be happening? I'd love to join in and show my support!
Jon: Thanks, Gina! My dance studio and some other schools are bringing their best moves for an awesome night of performances and judging. It'll be super creative and fun. Come join us!
Gina: Sounds great! I'm definitely in for the show.
Jon: Cool! Can't wait to see you!
Gina: Thanks, Jon! See you at the event!",,,,,
#68:4161,frame,fn:Needing:Cognizer->Consequences,Needing,Jon,Challenges,Cognizer,Consequences,Needing,pos,none,asserted,False,,frame,True,,,cb3cd504a6770cd1,"Jon: Thanks, Gina! Appreciate your support. Your store looks great, I remember it!
Gina: Thanks, Jon! After losing my job, I wanted to take control of my own destiny and this seemed like the perfect way to do it. It's been a tough journey, but very rewarding.
Jon: Wow, you're awesome for going for it! Setbacks can help us reach our potential, right? I'm having trouble with my business project. Any advice on staying motivated even when times are tough?
Gina: Yeah Jon! Challenges are awesome for learning and growth. To stay motivated, I think of the big goal and why I'm doing it. I also get help from people who support me. And of course, I dance it out. Do you need advice on anything in particular?
Jon: I've been feeling kinda low on confidence lately. It's hard to run a business when you don't have faith in yourself. Any tips on how you stay confident in your business?",,,,,
#68:4166,frame,fn:Activity_ongoing:Activity->Agent,Activity_ongoing,Challenges,Jon,Activity,Agent,Activity_ongoing,pos,none,asserted,False,,frame,True,,,e371f1ec49708661,"Gina: Yeah Jon! Challenges are awesome for learning and growth. To stay motivated, I think of the big goal and why I'm doing it. I also get help from people who support me. And of course, I dance it out. Do you need advice on anything in particular?
Jon: I've been feeling kinda low on confidence lately. It's hard to run a business when you don't have faith in yourself. Any tips on how you stay confident in your business?
Gina: I get it, Jon. Confidence is important in business. I stay motivated by reminding myself of my successes and progress. It also helps to have a good support system. Just focus on why you started this – because you love it! Have faith in yourself, Jon. I do!
Jon: Thanks! Your words mean a lot. Gotta focus on success and why I started. You're right, I love it and that'll keep my confidence up.
Gina: No worries, Jon! Sounds like what I said was helpful. You're incredibly talented and passionate about dance. Don't forget, believe in yourself and your abilities. Tackle any obstacle that comes your way and keep shining!",,,,,
#68:4180,frame,fn:Feeling:Emotion->Experiencer,Feeling,determination,Dance,Emotion,Experiencer,Feeling,pos,none,asserted,False,,frame,True,,,985e61f89c4e07e7,"Gina: It must be scary stepping into the unknown but I know you can do it, Jon. With your determination and drive, your dance studio will be a huge success. Keep that positive outlook and keep going!
Jon: Thanks! It's a bit scary, but I just think about my love for dance and how it makes me feel. It's been my stress-buster since childhood!
Gina: Gotcha, Jon! Dance is my stress fix too. As soon as I start, all my worries vanish. It's amazing what we can do for our own mental health with something we enjoy.
Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.",,,,,
#68:4182,frame,fn:Feeling:Emotion->Experiencer,Feeling,determination,Jon,Emotion,Experiencer,Feeling,pos,none,asserted,False,,frame,True,,,985e61f89c4e07e7,"Gina: It must be scary stepping into the unknown but I know you can do it, Jon. With your determination and drive, your dance studio will be a huge success. Keep that positive outlook and keep going!
Jon: Thanks! It's a bit scary, but I just think about my love for dance and how it makes me feel. It's been my stress-buster since childhood!
Gina: Gotcha, Jon! Dance is my stress fix too. As soon as I start, all my worries vanish. It's amazing what we can do for our own mental health with something we enjoy.
Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.",,,,,
#68:4183,frame,fn:Feeling:Emotion->Experiencer,Feeling,drive,Dance,Emotion,Experiencer,Feeling,pos,none,asserted,False,,frame,True,,,985e61f89c4e07e7,"Gina: It must be scary stepping into the unknown but I know you can do it, Jon. With your determination and drive, your dance studio will be a huge success. Keep that positive outlook and keep going!
Jon: Thanks! It's a bit scary, but I just think about my love for dance and how it makes me feel. It's been my stress-buster since childhood!
Gina: Gotcha, Jon! Dance is my stress fix too. As soon as I start, all my worries vanish. It's amazing what we can do for our own mental health with something we enjoy.
Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.",,,,,
#68:4184,frame,fn:Feeling:Emotion->Experiencer,Feeling,drive,Gina,Emotion,Experiencer,Feeling,pos,none,asserted,False,,frame,True,,,985e61f89c4e07e7,"Gina: It must be scary stepping into the unknown but I know you can do it, Jon. With your determination and drive, your dance studio will be a huge success. Keep that positive outlook and keep going!
Jon: Thanks! It's a bit scary, but I just think about my love for dance and how it makes me feel. It's been my stress-buster since childhood!
Gina: Gotcha, Jon! Dance is my stress fix too. As soon as I start, all my worries vanish. It's amazing what we can do for our own mental health with something we enjoy.
Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.",,,,,
#68:4190,frame,fn:Bringing:Agent->Theme,Bringing,Gina,Dance,Agent,Theme,Bringing,pos,none,asserted,False,,frame,True,,,f47c630632ff6f2a,"Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.
Jon: Yep! Dancing is like second nature to me. I'm living my dream by having my own dance studio and teaching others.
Gina: You're living the dream and inspiring others too! Your studio will totally change things for lots of folks.
Jon: I hope so, Gina. I want to create a place for people to dance and express themselves - it's been a dream of mine.",,,,,
#68:4191,frame,fn:Bringing:Agent->Theme,Bringing,Gina,dancing,Agent,Theme,Bringing,pos,none,asserted,False,,frame,True,,,f47c630632ff6f2a,"Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.
Jon: Yep! Dancing is like second nature to me. I'm living my dream by having my own dance studio and teaching others.
Gina: You're living the dream and inspiring others too! Your studio will totally change things for lots of folks.
Jon: I hope so, Gina. I want to create a place for people to dance and express themselves - it's been a dream of mine.",,,,,
#68:4192,frame,fn:Bringing:Agent->Theme,Bringing,Jon,Dance,Agent,Theme,Bringing,pos,none,asserted,False,,frame,True,,,f47c630632ff6f2a,"Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.
Jon: Yep! Dancing is like second nature to me. I'm living my dream by having my own dance studio and teaching others.
Gina: You're living the dream and inspiring others too! Your studio will totally change things for lots of folks.
Jon: I hope so, Gina. I want to create a place for people to dance and express themselves - it's been a dream of mine.",,,,,
#68:4201,frame,fn:Activity_ongoing:Activity->Agent,Activity_ongoing,express themselves,Jon,Activity,Agent,Activity_ongoing,pos,none,asserted,False,,frame,True,,,304f2ba22156c31f,"Gina: You're living the dream and inspiring others too! Your studio will totally change things for lots of folks.
Jon: I hope so, Gina. I want to create a place for people to dance and express themselves - it's been a dream of mine.
Gina: That's a great dream, Jon! Giving people a place to express themselves with dance is really important. Your studio is gonna make a huge difference. Can't wait to see it happen!
Jon: Thanks! Your help means a lot. Keep you posted on the dance studio progress.
Gina: Thanks! Really appreciate you keeping me in the loop on this cool project. Can't wait to hear more and watch it come to life! Oh, btw, I had an interview for a design internship yesterday! It was so cool.",,,,,
#68:4207,frame,fn:Activity_ongoing:Activity->Agent,Activity_ongoing,dance routines,Gina,Activity,Agent,Activity_ongoing,pos,none,asserted,False,,frame,True,,,3c9b0c7c819a2d61,"Jon: Thanks! Your help means a lot. Keep you posted on the dance studio progress.
Gina: Thanks! Really appreciate you keeping me in the loop on this cool project. Can't wait to hear more and watch it come to life! Oh, btw, I had an interview for a design internship yesterday! It was so cool.
Jon: Wow, Gina, I'm stoked about this! Taking a risk is scary, but I'm sure following my dreams will pay off in the end. How did the interview go?
Gina: It was great!
Jon: Glad to hear it. Been practicing dance routines lately, it keeps my mind focused and motivated.",,,,,
#68:4221,frame,fn:Getting:Recipient->Theme,Getting,Gina,fashion,Recipient,Theme,Getting,pos,none,asserted,False,,frame,True,,,f33ef2f0c0588d01,"Gina: Thanks! I'm excited and kinda nervous. Gonna be a big change. It's part-time position in the fashion department of an international company.
Jon: Way to go, Gina! You really stepped up. What's your plan for the future?
Gina: Thanks! I'm a mix of excited and scared to get into fashion, but I'm trying to stay upbeat and learn as much as I can. What about you? Got something new?
Jon: I'm currently reading ""The Lean Startup"" and hoping it'll give me tips for my biz.
Gina: It sounds great! Could it spark any ideas for your dance studio?",,,,,
#68:4232,frame,fn:Activity_ongoing:Activity->Agent,Activity_ongoing,hunt for investors,Gina,Activity,Agent,Activity_ongoing,pos,none,asserted,False,,frame,True,,,b25a657fb4fa6df7 2920b01b77549548,"Gina: Woah, Jon, that whiteboard's got a bunch of good ideas! How you gonna keep track and stay on schedule with those dates?
Jon: Thanks, Gina! It helps me keep track of ideas and milestones. Gives me a visual of my progress and keeps me organized.
Gina: Nice idea! Having something visual can help with organizing and motivation. What're you working on currently?
Jon: I'm wrapping up the business plan and looking for investors. My passion for the project and belief in its success are driving me.
Gina: Wow, Jon! Impressed by your commitment. How's the hunt for investors going?
--- chunk break ---
Jon: I'm wrapping up the business plan and looking for investors. My passion for the project and belief in its success are driving me.
Gina: Wow, Jon! Impressed by your commitment. How's the hunt for investors going?
Jon: Thanks! Searching for investors has been tough, but I'm staying hopeful. It's all a process and I'm learning a ton.
Gina: Yeah Jon, you've got the right attitude! Keep learning and growing through it all. Keep going!
Jon: Thanks! I really appreciate your help. I'm gonna keep on going and never quit.",,,,,
