rid,tier,canonical_predicate,predicate,head,tail,head_role,tail_role,frame,polarity,modality,epistemic,hedged,attributed_to,anchor,reified,confidence,verifier_score,evidence_chunk_ids,evidence_text,judge_span,judge_predicate,judge_direction,judge_polarity_modality,notes
#68:155,frame,fn:Being_employed:Employee->Field,Being_employed,dancers,hip-hop,Employee,Field,Being_employed,pos,none,asserted,False,,frame,True,,,071080d453e42d2e,"Gina: Wow, it looks great! What dances do you practice? Got any projects planned?
Jon: Thanks! I rehearsed with a small group of dancers after work. We do all kinds of dances, from contemporary to hip-hop. We've got some cool projects in the works. Finishing up choreography to perform at a nearby festival next month. Can't wait!
Gina: Wow, it looks awesome! Are they yours at the festival? They're so graceful!
Jon: Yeah, they're the ones performing at the festival! They've been practicing hard and will definitely impress with their grace and skill.
Gina: Wow, they look great! Can't wait to see them rock the festival. Gonna be awesome!",,,,,
#68:157,frame,fn:Project:Activity->Agent,Project,choreography,dancers,Activity,Agent,Project,pos,none,asserted,False,,frame,True,,,071080d453e42d2e,"Gina: Wow, it looks great! What dances do you practice? Got any projects planned?
Jon: Thanks! I rehearsed with a small group of dancers after work. We do all kinds of dances, from contemporary to hip-hop. We've got some cool projects in the works. Finishing up choreography to perform at a nearby festival next month. Can't wait!
Gina: Wow, it looks awesome! Are they yours at the festival? They're so graceful!
Jon: Yeah, they're the ones performing at the festival! They've been practicing hard and will definitely impress with their grace and skill.
Gina: Wow, they look great! Can't wait to see them rock the festival. Gonna be awesome!",,,,,
#68:16426,frame,fn:Supporting:Supported->Supporter,Supporting,support,Gina,Supported,Supporter,Supporting,pos,none,asserted,False,,frame,True,,,2ebbcc83bd5a6f99 cb3cd504a6770cd1 31ff74f218413187 f0a6453ad908b198 d44776efdce7adce 46d534fd52f0b68f 29662aa591717301 b75040bb82d294ff e85b086518d89b45,"Gina: Way to go, Jon! Keep it up, you're almost there!
Jon: Hi Gina! I just wanted to fill you in on my business. Yesterday, I went to a fair to show off my studio, it was both stressful and great! I got some possible leads, so that was awesome. But overall, I've learned that this biz is no cakewalk and having confidence in yourself is important for making it successful!
Gina: Hey Jon, congrats on the fair! It's awesome to see your hard work paying off. Keep on pushing, pal, you're headed for greatness. Oh, and BTW, I started my own online clothing store not so long ago - pretty cool, huh?
Jon: Thanks, Gina! Appreciate your support. Your store looks great, I remember it!
Gina: Thanks, Jon! After losing my job, I wanted to take control of my own destiny and this seemed like the perfect way to do it. It's been a tough journey, but very rewarding.
--- chunk break ---
Jon: Thanks, Gina! Appreciate your support. Your store looks great, I remember it!
Gina: Thanks, Jon! After losing my job, I wanted to take control of my own destiny and this seemed like the perfect way to do it. It's been a tough journey, but very rewarding.
Jon: Wow, you're awesome for going for it! Setbacks can help us reach our potential, right? I'm having trouble with my business project. Any advice on staying motivated even when times are tough?
Gina: Yeah Jon! Challenges are awesome for learning and growth. To stay motivated, I think of the big goal and why I'm doing it. I also get help from people who support me. And of course, I dance it out. Do you need advice on anything in particular?
Jon: I've been feeling kinda low on confidence lately. It's hard to run a business when you don't have faith in yourself. Any tips on how you stay confident in your business?
--- chunk break ---
Gina: Sure, Jon! I'm always around for you. How've you been since we caught up?
Jon: I'm prepping for my dance studio more than ever!
Gina: Proud of you for starting your own business! It takes strength to stay hopeful. What are you doing to prep for your dance studio? I have developed a video presentation to teach how to style my fashion pieces, btw.
Jon: Thanks, Gina! It's been so inspiring to work with our young dancers, seeing their passion and commitment. Opening the dance studio's been a great experience - I want it to be a place of support and encouragement for all our dancers. Will you show me this presentation?
Gina: Shure, I will send it to you later. Starting this studio isn't just a business, it's a place for dancers to grow. What support are you offering them?
--- chunk break ---
<6 further chunk(s) evoke this frame instance; ids listed>",,,,,
#68:18510,frame,fn:Frequency:Salient_entity->Salient_entity,Frequency,Gina,vid,Salient_entity,Salient_entity,Frequency,pos,none,asserted,False,,frame,True,,,7374e6972909e1c6 3ef3533846756617,"Jon: Sure, Gina! Wanna see one of my routines? Lemme know when you got time and I'll send you a vid.
Gina: Yeah, Jon, I'll watch your routine! So proud of you!
Jon: Thanks a lot! Your help really means a lot. I'll get the video to you soon!
Gina: No prob! Always here to help. Can't wait to see the vid!
Gina: Hey Jon! Long time no talk! A lot's happened - I just got accepted for a fashion internship!
--- chunk break ---
Gina: No prob! Always here to help. Can't wait to see the vid!
Gina: Hey Jon! Long time no talk! A lot's happened - I just got accepted for a fashion internship!
Jon: Congrats, Gina! That's awesome news about the fashion internship. 🎉 So stoked for you. Where is the internship and how're you feelin' about it?
Gina: Thanks! I'm excited and kinda nervous. Gonna be a big change. It's part-time position in the fashion department of an international company.
Jon: Way to go, Gina! You really stepped up. What's your plan for the future?",,,,,
#68:18603,frame,fn:Project:Activity->Activity,Project,business plan,looking for investors,Activity,Activity,Project,pos,none,asserted,False,,frame,True,,,b25a657fb4fa6df7 2920b01b77549548,"Gina: Woah, Jon, that whiteboard's got a bunch of good ideas! How you gonna keep track and stay on schedule with those dates?
Jon: Thanks, Gina! It helps me keep track of ideas and milestones. Gives me a visual of my progress and keeps me organized.
Gina: Nice idea! Having something visual can help with organizing and motivation. What're you working on currently?
Jon: I'm wrapping up the business plan and looking for investors. My passion for the project and belief in its success are driving me.
Gina: Wow, Jon! Impressed by your commitment. How's the hunt for investors going?
--- chunk break ---
Jon: I'm wrapping up the business plan and looking for investors. My passion for the project and belief in its success are driving me.
Gina: Wow, Jon! Impressed by your commitment. How's the hunt for investors going?
Jon: Thanks! Searching for investors has been tough, but I'm staying hopeful. It's all a process and I'm learning a ton.
Gina: Yeah Jon, you've got the right attitude! Keep learning and growing through it all. Keep going!
Jon: Thanks! I really appreciate your help. I'm gonna keep on going and never quit.",,,,,
#68:20490,frame,fn:Sending:Sender->Sender,Sending,Gina,Jon,Sender,Sender,Sending,pos,intention,asserted,False,,frame,True,,,f0a6453ad908b198,"Jon: Thanks, Gina! It's been so inspiring to work with our young dancers, seeing their passion and commitment. Opening the dance studio's been a great experience - I want it to be a place of support and encouragement for all our dancers. Will you show me this presentation?
Gina: Shure, I will send it to you later. Starting this studio isn't just a business, it's a place for dancers to grow. What support are you offering them?
Jon: Besides the dance classes and workshops, I'm offering one-on-one mentoring and training to help dancers reach their full potential.
Gina: Your one-on-one mentoring and training will really push dancers to reach their goals. I totally get it, I had a mentor too when I was learning how to dance.
Jon: Yeah, a mentor can do wonders. Guidance and support can help dancers really shine.",,,,,
#68:20523,frame,fn:Assistance:Benefited_party->Focal_entity,Assistance,dancers,Jon,Benefited_party,Focal_entity,Assistance,pos,ability,asserted,False,,frame,True,,,f0a6453ad908b198 64eccbfa04ac20a6,"Jon: Thanks, Gina! It's been so inspiring to work with our young dancers, seeing their passion and commitment. Opening the dance studio's been a great experience - I want it to be a place of support and encouragement for all our dancers. Will you show me this presentation?
Gina: Shure, I will send it to you later. Starting this studio isn't just a business, it's a place for dancers to grow. What support are you offering them?
Jon: Besides the dance classes and workshops, I'm offering one-on-one mentoring and training to help dancers reach their full potential.
Gina: Your one-on-one mentoring and training will really push dancers to reach their goals. I totally get it, I had a mentor too when I was learning how to dance.
Jon: Yeah, a mentor can do wonders. Guidance and support can help dancers really shine.
--- chunk break ---
Gina: Your one-on-one mentoring and training will really push dancers to reach their goals. I totally get it, I had a mentor too when I was learning how to dance.
Jon: Yeah, a mentor can do wonders. Guidance and support can help dancers really shine.
Gina: Nice one, Jon! How've you been using it?
Jon: I'm using it to stay organized and motivated. It sets goals, tracks my achievements and helps me find areas to improve.
Gina: Really cool system! Being organized sure is key for getting stuff done. How do you keep up with your goals and progress?",,,,,
#68:20608,frame,fn:Mention:Communicator->Communicator,Mention,Jon,Mentors,Communicator,Communicator,Mention,pos,ability,asserted,False,,frame,True,,,46d534fd52f0b68f,"Jon: I won't give up, Gina! I'll keep pushing and working to make my dreams happen. Thanks for the support!
Jon: Gina, you won't believe it - I got mentored by this amazing business dude yesterday! It was really inspiring and now I'm even more pumped to chase my dreams. What's been up with you lately?
Gina: Wow, Jon! Mentors can really help. I'm working on my online store, growing the customer base. It's tough but I'm determined. How about you? Any new things happening?
Jon: Been doing some promotion for my business. Crazy ride so far, but I'm hanging in there. Got any tips for marketing?
Gina: Awesome! Marketing is key. Use social media channels and work with influencers for bigger reach.",,,,,
#68:20621,frame,fn:Cause_expansion:Agent->Agent,Cause_expansion,Gina,Mentors,Agent,Agent,Cause_expansion,pos,none,asserted,False,,frame,True,,,46d534fd52f0b68f,"Jon: I won't give up, Gina! I'll keep pushing and working to make my dreams happen. Thanks for the support!
Jon: Gina, you won't believe it - I got mentored by this amazing business dude yesterday! It was really inspiring and now I'm even more pumped to chase my dreams. What's been up with you lately?
Gina: Wow, Jon! Mentors can really help. I'm working on my online store, growing the customer base. It's tough but I'm determined. How about you? Any new things happening?
Jon: Been doing some promotion for my business. Crazy ride so far, but I'm hanging in there. Got any tips for marketing?
Gina: Awesome! Marketing is key. Use social media channels and work with influencers for bigger reach.",,,,,
#68:20763,frame,fn:Measure_mass:Stuff->Stuff,Measure_mass,mind,Rome,Stuff,Stuff,Measure_mass,pos,none,asserted,False,,frame,True,,,89af98a3109c16d6 1ecf7bc618b53291,"Gina: Go, Jon! I'm here for you. Keep going!
Jon: Knowing you've got my back really helps keep me going. I won't let you down!
Gina: No worries, Jon! You're really inspiring with your determination and passion for dance. Keep it up!
Jon: Hey Gina, hope you're doing great! Still working on my biz. Took a short trip last week to Rome to clear my mind a little.
Gina: Hi! Good for you! It definitely will help you to concentrate on your biz better.
--- chunk break ---
Jon: Hey Gina, hope you're doing great! Still working on my biz. Took a short trip last week to Rome to clear my mind a little.
Gina: Hi! Good for you! It definitely will help you to concentrate on your biz better.
Jon: Thanks, Gina. Still working on opening a dance studio.
Gina: When are you opening the studio?
Jon: The official opening night is tomorrow. I'm working hard to make everything just right. Can't wait to see it all come together!",,,,,
#68:2131,frame,fn:Type:Category->Subtype,Type,Dance floors,flooring,Category,Subtype,Type,pos,none,asserted,False,,frame,True,,,5a220d493f435b38,"Gina: Definitely! Dance floors help avoid injuries and make dancing more enjoyable. You thinking about it is great. Any particular type of flooring you like?
Jon: Yeah, good flooring's crucial. I'm after Marley flooring, which is what dance studios usually use. It's great 'cause it's grippy but still lets you move, plus it's tough and easy to keep clean.
Gina: Sounds great! Marley's perfect; it's got the right amount of grip and movement. Can't wait to see your dance studio done!
Jon: Yeah, can't wait to see it done! Looking for the right place and getting everything ready has been a mix of exciting and nerve-wracking, but I'm determined to make it work. It'll be worth it!
Gina: Believe in yourself, Jon! The process may be tough, but you got this. Push through and it'll be worth it. Don't forget to take breaks and dance it out when you need to destress!",,,,,
#68:2161,frame,fn:Self_motion:Self_mover->Self_mover,Self_motion,Dance,Gina,Self_mover,Self_mover,Self_motion,pos,none,asserted,False,,frame,True,,,23f27cd5ec52c87e 64eccbfa04ac20a6,"Jon: Yeah, can't wait to see it done! Looking for the right place and getting everything ready has been a mix of exciting and nerve-wracking, but I'm determined to make it work. It'll be worth it!
Gina: Believe in yourself, Jon! The process may be tough, but you got this. Push through and it'll be worth it. Don't forget to take breaks and dance it out when you need to destress!
Jon: Glad I have you in my corner! Gotta make time to dance and vent, that's for sure. We'll make it through this - hang in there!
Gina: Thanks, Jon! Appreciate your support!
Jon: Let's keep going and chase our dreams!
--- chunk break ---
Gina: Your one-on-one mentoring and training will really push dancers to reach their goals. I totally get it, I had a mentor too when I was learning how to dance.
Jon: Yeah, a mentor can do wonders. Guidance and support can help dancers really shine.
Gina: Nice one, Jon! How've you been using it?
Jon: I'm using it to stay organized and motivated. It sets goals, tracks my achievements and helps me find areas to improve.
Gina: Really cool system! Being organized sure is key for getting stuff done. How do you keep up with your goals and progress?",,,,,
#68:2190,frame,fn:Contacting:Addressee->Communicator,Contacting,Jon,Gina,Addressee,Communicator,Contacting,pos,none,asserted,False,,frame,True,,,de93988dbf479f8a baed9a599a7af00b 0957d2076e59b271,"Jon: Success is almost here. We got this!
Jon: Hey Gina, hope you're doing ok! Still following my passion for dance. It's been bumpy, but I'm determined to make it work. I'm still searching for a place to open my dance studio.
Gina: Hi Jon! So happy you're pushing forward with dancing! Inspiring 💪 I emailed some wholesalers and one replied and said yes today! I'm over the moon because now I can expand my clothing store and get closer to my customers. Check it out - here's a pic!
Jon: Wow, Gina! You found the perfect spot for your store. Way to go, hard work's paying off!
Gina: Thanks! Glad you like it. Yeah, it's a great spot. Here's a peek at the space I designed. Cozy and inviting - perfect for customers to check out all the trendy pieces.
--- chunk break ---
Jon: Hey Gina, congrats on the clothing store! The dance studio is on tenuous grounds right now, but I'm staying positive. I got a temp job to help cover expenses while I look for investors. It's tough, but I'm sure it'll be worth it.
Gina: Thanks, Jon! Appreciate the kind words. Sorry to hear about the studio, but glad to see the positivity. Not easy facing setbacks but I believe in you. Finding investors can be tough, but you've got the passion and experience to make it happen. Rome wasn't built in a day so keep pushing on!
Jon: Thanks for the support. Running a business isn't easy, but I'm determined to make it work. How have you tackled challenges in your business? Got any advice?
Gina: I've had some tough times with my business, Jon. Sourcing trendy pieces for my store was a big hurdle. I had to do a lot of research and networking. My advice? Don't be scared to reach out to people in your field for help and contacts. Networking was a lifesaver for me and opened me up to amazing products that I might not have found otherwise.
Jon: Awesome advice! Lately I've been networking and it's gotten me some good stuff. Really can't beat what connections can do. Check this pic I got from the last networking event!
--- chunk break ---
Gina: I've had some tough times with my business, Jon. Sourcing trendy pieces for my store was a big hurdle. I had to do a lot of research and networking. My advice? Don't be scared to reach out to people in your field for help and contacts. Networking was a lifesaver for me and opened me up to amazing products that I might not have found otherwise.
Jon: Awesome advice! Lately I've been networking and it's gotten me some good stuff. Really can't beat what connections can do. Check this pic I got from the last networking event!
Gina: Nice one, Jon! Networking really pays off. Connecting with like-minded people is key. How was the event?
Jon: Thanks! The event was awesome. I met some investors and got some good advice. The energy was really motivating, it gave me a boost to go after my goals.
Gina: Wow, Jon! Congrats on the successful night! What are your plans now with the advice you got?",,,,,
#68:2239,frame,fn:Choosing:Chosen->Cognizer,Choosing,furniture,Jon,Chosen,Cognizer,Choosing,pos,none,asserted,False,,frame,True,,,ed7b30e5ff9cfe1b,"Jon: Wow, Gina! You found the perfect spot for your store. Way to go, hard work's paying off!
Gina: Thanks! Glad you like it. Yeah, it's a great spot. Here's a peek at the space I designed. Cozy and inviting - perfect for customers to check out all the trendy pieces.
Jon: Wow, it looks great! Must've taken you ages to design it. What made you pick out the furniture and decor?
Gina: Thanks! It took a bit of time but I wanted to make the place look like my own style and make my customers feel cozy. I chose furniture that looks great and is comfy too. The chandelier adds a nice glam feel while matching the style of the store.
Jon: Your store looks great - your customers will be so comfy.",,,,,
#68:2257,frame,fn:Evaluative_comparison:Profiled_item->Profiled_item,Evaluative_comparison,customers,Gina,Profiled_item,Profiled_item,Evaluative_comparison,pos,none,asserted,True,,frame,True,,,ed7b30e5ff9cfe1b 31be37bc170bd35c,"Jon: Wow, Gina! You found the perfect spot for your store. Way to go, hard work's paying off!
Gina: Thanks! Glad you like it. Yeah, it's a great spot. Here's a peek at the space I designed. Cozy and inviting - perfect for customers to check out all the trendy pieces.
Jon: Wow, it looks great! Must've taken you ages to design it. What made you pick out the furniture and decor?
Gina: Thanks! It took a bit of time but I wanted to make the place look like my own style and make my customers feel cozy. I chose furniture that looks great and is comfy too. The chandelier adds a nice glam feel while matching the style of the store.
Jon: Your store looks great - your customers will be so comfy.
--- chunk break ---
Gina: Thanks! It took a bit of time but I wanted to make the place look like my own style and make my customers feel cozy. I chose furniture that looks great and is comfy too. The chandelier adds a nice glam feel while matching the style of the store.
Jon: Your store looks great - your customers will be so comfy.
Gina: Thanks! Making my spot comfortable and inviting for my customers is key. I want 'em to feel like they're in a cool oasis. Just creating an experience that'll make 'em wanna come back.
Jon: That's a great goal! Creating a special experience for customers is the key to making them feel welcome and coming back. I think you can create that space you're imagining.
Gina: Thanks. Your support means a lot. I'm sure with my hard work and effort, I can make a special shopping experience for my customers. It's tough but I'm up for the challenge!",,,,,
#68:22583,frame,fn:Waiting:Expected_event->Protagonist,Waiting,grand opening,Gina,Expected_event,Protagonist,Waiting,neg,ability,asserted,False,,frame,True,,,c0b55f29667072ff,"Gina: I love being around friends and having such a great time. Can't wait to have fun at your dance studio!
Jon: Agreed!
Gina: Can't wait for tomorrow's grand opening!
Jon: Woohoo! Tomorrow's opening will be so much fun. Can't wait for it - and for you to be there!
Gina: Can't wait too!",,,,,
#68:22696,frame,fn:Cause_to_continue:Agent->Agent,Cause_to_continue,Gina,support,Agent,Agent,Cause_to_continue,pos,none,asserted,False,,frame,True,,,29662aa591717301 b75040bb82d294ff,"Gina: No worries, Jon! You got this! Let me know if you need anything.
Jon: Your help matters to me. I am writing all my plans down.
Gina: Nice work! Tracking your plans and goals is key. It's like a picture of all your progress.
Jon: Thanks, Gina! Seeing my goals written down on paper really helps keep me motivated and focused on what I have to do. I know it won't be easy, but I'm sure it'll pay off. Thanks for the support!
Gina: No worries, Jon! When things get rough, keep persevering and keep working hard. You'll get there! Don't quit!
--- chunk break ---
Jon: Thanks, Gina! Seeing my goals written down on paper really helps keep me motivated and focused on what I have to do. I know it won't be easy, but I'm sure it'll pay off. Thanks for the support!
Gina: No worries, Jon! When things get rough, keep persevering and keep working hard. You'll get there! Don't quit!
Jon: Thanks, Gina! That sign reminds me to never give up, however hard things get. I'll keep going!
Gina: Believe in yourself and keep going. You can do it!
Jon: Thanks! I'm feeling confident and won't give up. Your support means a ton to me.",,,,,
