rid,tier,canonical_predicate,predicate,head,tail,head_role,tail_role,frame,polarity,modality,epistemic,hedged,attributed_to,anchor,reified,confidence,verifier_score,evidence_chunk_ids,evidence_text,judge_span,judge_predicate,judge_direction,judge_polarity_modality,notes
#104:2149,frame,fn:Being_employed:Employee->Employer,fn:Being_employed,Gina,business,Employee,Employer,Being_employed,pos,none,asserted,False,,frame,True,,,80e0e510b70dee8b,"3:14 pm on 11 May, 2023 | Jon: Hi! Since we last spoke I am still working on the dance studio and things are looking up!
3:14 pm on 11 May, 2023 | Gina: Hi! You're so inspiring taking it on and opening your own studio!
3:14 pm on 11 May, 2023 | Jon: Thanks! Losing my job gave me the push to finally start my dream business: my own dance studio! Now I'm stepping into the unknown and hoping for the best.
3:14 pm on 11 May, 2023 | Gina: It must be scary stepping into the unknown but I know you can do it, Jon. With your determination and drive, your dance studio will be a huge success. Keep that positive outlook and keep going!
3:14 pm on 11 May, 2023 | Jon: Thanks! It's a bit scary, but I just think about my love for dance and how it makes me feel. It's been my stress-buster since childhood!
3:14 pm on 11 May, 2023 | Gina: Gotcha, Jon! Dance is my stress fix too. As soon as I start, all my worries vanish. It's amazing what we can do for our own mental health with something we enjoy.
3:14 pm on 11 May, 2023 | Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
3:14 pm on 11 May, 2023 | Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.
3:14 pm on 11 May, 2023 | Jon: Yep! Dancing is like second nature to me. I'm living my dream by having my own dance studio and teaching others.
3:14 pm on 11 May, 2023 | Gina: You're living the dream and inspiring others too! Your studio will totally change things for lots of folks.",0,1,1,1,
#104:2150,frame,fn:Being_employed:Employee->Place_of_employment,fn:Being_employed,Gina,dance studio,Employee,Place_of_employment,Being_employed,pos,none,asserted,False,,frame,True,,,80e0e510b70dee8b,"3:14 pm on 11 May, 2023 | Jon: Hi! Since we last spoke I am still working on the dance studio and things are looking up!
3:14 pm on 11 May, 2023 | Gina: Hi! You're so inspiring taking it on and opening your own studio!
3:14 pm on 11 May, 2023 | Jon: Thanks! Losing my job gave me the push to finally start my dream business: my own dance studio! Now I'm stepping into the unknown and hoping for the best.
3:14 pm on 11 May, 2023 | Gina: It must be scary stepping into the unknown but I know you can do it, Jon. With your determination and drive, your dance studio will be a huge success. Keep that positive outlook and keep going!
3:14 pm on 11 May, 2023 | Jon: Thanks! It's a bit scary, but I just think about my love for dance and how it makes me feel. It's been my stress-buster since childhood!
3:14 pm on 11 May, 2023 | Gina: Gotcha, Jon! Dance is my stress fix too. As soon as I start, all my worries vanish. It's amazing what we can do for our own mental health with something we enjoy.
3:14 pm on 11 May, 2023 | Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
3:14 pm on 11 May, 2023 | Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.
3:14 pm on 11 May, 2023 | Jon: Yep! Dancing is like second nature to me. I'm living my dream by having my own dance studio and teaching others.
3:14 pm on 11 May, 2023 | Gina: You're living the dream and inspiring others too! Your studio will totally change things for lots of folks.",0,1,1,1,
#104:2151,frame,fn:Being_employed:Employer->Place_of_employment,fn:Being_employed,business,dance studio,Employer,Place_of_employment,Being_employed,pos,none,asserted,False,,frame,True,,,80e0e510b70dee8b,"3:14 pm on 11 May, 2023 | Jon: Hi! Since we last spoke I am still working on the dance studio and things are looking up!
3:14 pm on 11 May, 2023 | Gina: Hi! You're so inspiring taking it on and opening your own studio!
3:14 pm on 11 May, 2023 | Jon: Thanks! Losing my job gave me the push to finally start my dream business: my own dance studio! Now I'm stepping into the unknown and hoping for the best.
3:14 pm on 11 May, 2023 | Gina: It must be scary stepping into the unknown but I know you can do it, Jon. With your determination and drive, your dance studio will be a huge success. Keep that positive outlook and keep going!
3:14 pm on 11 May, 2023 | Jon: Thanks! It's a bit scary, but I just think about my love for dance and how it makes me feel. It's been my stress-buster since childhood!
3:14 pm on 11 May, 2023 | Gina: Gotcha, Jon! Dance is my stress fix too. As soon as I start, all my worries vanish. It's amazing what we can do for our own mental health with something we enjoy.
3:14 pm on 11 May, 2023 | Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
3:14 pm on 11 May, 2023 | Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.
3:14 pm on 11 May, 2023 | Jon: Yep! Dancing is like second nature to me. I'm living my dream by having my own dance studio and teaching others.
3:14 pm on 11 May, 2023 | Gina: You're living the dream and inspiring others too! Your studio will totally change things for lots of folks.",0,0,1,1,
#104:2152,frame,fn:Being_employed:Employer->Place_of_employment,fn:Being_employed,job,dance studio,Employer,Place_of_employment,Being_employed,pos,none,asserted,False,,frame,True,,,80e0e510b70dee8b,"3:14 pm on 11 May, 2023 | Jon: Hi! Since we last spoke I am still working on the dance studio and things are looking up!
3:14 pm on 11 May, 2023 | Gina: Hi! You're so inspiring taking it on and opening your own studio!
3:14 pm on 11 May, 2023 | Jon: Thanks! Losing my job gave me the push to finally start my dream business: my own dance studio! Now I'm stepping into the unknown and hoping for the best.
3:14 pm on 11 May, 2023 | Gina: It must be scary stepping into the unknown but I know you can do it, Jon. With your determination and drive, your dance studio will be a huge success. Keep that positive outlook and keep going!
3:14 pm on 11 May, 2023 | Jon: Thanks! It's a bit scary, but I just think about my love for dance and how it makes me feel. It's been my stress-buster since childhood!
3:14 pm on 11 May, 2023 | Gina: Gotcha, Jon! Dance is my stress fix too. As soon as I start, all my worries vanish. It's amazing what we can do for our own mental health with something we enjoy.
3:14 pm on 11 May, 2023 | Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
3:14 pm on 11 May, 2023 | Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.
3:14 pm on 11 May, 2023 | Jon: Yep! Dancing is like second nature to me. I'm living my dream by having my own dance studio and teaching others.
3:14 pm on 11 May, 2023 | Gina: You're living the dream and inspiring others too! Your studio will totally change things for lots of folks.",0,0,1,1,
#104:24,frame,fn:Store:Possessor->Resource,fn:Store,Gina,clothing store,Possessor,Resource,Store,pos,none,asserted,False,,frame,True,,,784b06597ff6b411,"2:32 pm on 29 January, 2023 | Gina: Hey Jon! Long time no see! Things have been hectic lately. I just launched an ad campaign for my clothing store in hopes of growing the business. Starting my own store and taking risks is both scary and rewarding. I'm excited to see where it takes me!
2:32 pm on 29 January, 2023 | Jon: Hey Gina! Whoa, your store looks great! All your hard work really paid off - congrats! Must be awesome to see your stuff on display.
2:32 pm on 29 January, 2023 | Gina: Thanks a bunch! It's awesome seeing my vision happen. How's the dance studio going? Did you find the right spot?
2:32 pm on 29 January, 2023 | Jon: Hey Gina! Thanks for asking. I'm on the hunt for the ideal spot for my dance studio and it's been quite a journey! I've been looking at different places and picturing how the space would look. I even found a place with great natural light! Oh, I've been to Paris yesterday! It was sooo cool.
2:32 pm on 29 January, 2023 | Gina: Wow, nice spot! Where is it? Got any other features you want to think about before you decide? Paris?! That is really great Jon! Never had a chance to visit it. Been only to Rome once.
2:32 pm on 29 January, 2023 | Jon: It's downtown which is awesome cuz it's easy to get to. Plus the natural light! Gotta check the size & floor quality too. We need a good dance floor with enough bounce for me & my students to dance safely.",1,1,1,1,
#104:25,frame,fn:Desiring:Experiencer->Location_of_event,fn:Desiring,Gina,clothing store,Experiencer,Location_of_event,Desiring,pos,none,asserted,False,,frame,True,,,784b06597ff6b411,"2:32 pm on 29 January, 2023 | Gina: Hey Jon! Long time no see! Things have been hectic lately. I just launched an ad campaign for my clothing store in hopes of growing the business. Starting my own store and taking risks is both scary and rewarding. I'm excited to see where it takes me!
2:32 pm on 29 January, 2023 | Jon: Hey Gina! Whoa, your store looks great! All your hard work really paid off - congrats! Must be awesome to see your stuff on display.
2:32 pm on 29 January, 2023 | Gina: Thanks a bunch! It's awesome seeing my vision happen. How's the dance studio going? Did you find the right spot?
2:32 pm on 29 January, 2023 | Jon: Hey Gina! Thanks for asking. I'm on the hunt for the ideal spot for my dance studio and it's been quite a journey! I've been looking at different places and picturing how the space would look. I even found a place with great natural light! Oh, I've been to Paris yesterday! It was sooo cool.
2:32 pm on 29 January, 2023 | Gina: Wow, nice spot! Where is it? Got any other features you want to think about before you decide? Paris?! That is really great Jon! Never had a chance to visit it. Been only to Rome once.
2:32 pm on 29 January, 2023 | Jon: It's downtown which is awesome cuz it's easy to get to. Plus the natural light! Gotta check the size & floor quality too. We need a good dance floor with enough bounce for me & my students to dance safely.",1,0,1,1,
#104:26,frame,fn:Store:Possessor->Use,fn:Store,Gina,store,Possessor,Use,Store,pos,none,asserted,False,,frame,True,,,784b06597ff6b411 c18db2c5efeef93a 998a039b8b218c06 af17ac645d5b265f,"2:32 pm on 29 January, 2023 | Gina: Hey Jon! Long time no see! Things have been hectic lately. I just launched an ad campaign for my clothing store in hopes of growing the business. Starting my own store and taking risks is both scary and rewarding. I'm excited to see where it takes me!
2:32 pm on 29 January, 2023 | Jon: Hey Gina! Whoa, your store looks great! All your hard work really paid off - congrats! Must be awesome to see your stuff on display.
2:32 pm on 29 January, 2023 | Gina: Thanks a bunch! It's awesome seeing my vision happen. How's the dance studio going? Did you find the right spot?
2:32 pm on 29 January, 2023 | Jon: Hey Gina! Thanks for asking. I'm on the hunt for the ideal spot for my dance studio and it's been quite a journey! I've been looking at different places and picturing how the space would look. I even found a place with great natural light! Oh, I've been to Paris yesterday! It was sooo cool.
2:32 pm on 29 January, 2023 | Gina: Wow, nice spot! Where is it? Got any other features you want to think about before you decide? Paris?! That is really great Jon! Never had a chance to visit it. Been only to Rome once.
2:32 pm on 29 January, 2023 | Jon: It's downtown which is awesome cuz it's easy to get to. Plus the natural light! Gotta check the size & floor quality too. We need a good dance floor with enough bounce for me & my students to dance safely.
--- chunk break ---
9:32 am on 8 February, 2023 | Gina: Hey Jon! Great hearing from you again. How have you been? BTW, I found a cool new fashion piece for my store. Can't wait to share with my customers.
9:32 am on 8 February, 2023 | Jon: Hey Gina! Congrats on the new fashion piece! Looks like your store is growing. Remenber the festival I told you about? Had that performance and it was awesome - so many people there complementing my dance moves. Dancing brings me joy and it was nice to be reminded why I'm passionate about it.
9:32 am on 8 February, 2023 | Gina: Wow! That looks great. You look badass on stage. BTW, what's your favorite part of running your own studio?
9:32 am on 8 February, 2023 | Jon: Thanks, Gina! I love running my own studio. It's great having the freedom to create a space and help dancers of all ages and levels express themselves. I'm super thrilled about dancing each day and seeing my students progress. It's so fulfilling.
9:32 am on 8 February, 2023 | Gina: That's awesome! I'm sure you feel great knowing your students are doing so well with dance. It's amazing what it can do for people! Oh, and btw - I've been working hard on my online store and just teamed up with a local artist for some cool designs. Check 'em out!
9:32 am on 8 February, 2023 | Jon: It looks awesome. Your commitment and creativity in your business really stands out. How'd you come up with these cool designs?
--- chunk break ---
2:15 pm on 21 June, 2023 | Gina: Hey Jon, what's been up? Some pretty cool stuff happened since we talked. I have acquired some new unique pieces for my store.
2:15 pm on 21 June, 2023 | Jon: Congrats on your store, Gina! Happy for you! It looks sick - is it a unique piece you're selling?
2:15 pm on 21 June, 2023 | Gina: Thanks! This hoodie isn't for sale, it's from my own collection. I made a limited edition line last week to show off my style and creativity - it was tough but worth it!
2:15 pm on 21 June, 2023 | Jon: What gave you the idea?
2:15 pm on 21 June, 2023 | Gina: This design reminds me of the grit it takes to stand out and face challenges.
2:15 pm on 21 June, 2023 | Jon: That's awesome, Gina! Yesterday I chose to go to networking events to make things happen. It's been tough but I'm staying determined and focused.
2:15 pm on 21 June, 2023 | Gina: Way to go, Jon! Attending those networking events takes guts and drive. Keep it up!
2:15 pm on 21 June, 2023 | Jon: Thanks! It's been tough going since I lost my job, but I'm sure investing my time in my business will pay off eventually. I really appreciate your help.
2:15 pm on 21 June, 2023 | Gina: No worries, Jon! You got this! Let me know if you need anything.
2:15 pm on 21 June, 2023 | Jon: Your help matters to me. I am writing all my plans down.
2:15 pm on 21 June, 2023 | Gina: Nice work! Tracking your plans and goals is key. It's like a picture of all your progress.
--- chunk break ---
<1 further chunk(s) evoke this frame instance; ids listed>",0,1,1,1,
#104:34,frame,fn:Being_employed:Employee->Task,fn:Being_employed,Jon,work,Employee,Task,Being_employed,pos,none,asserted,False,,frame,True,,,c378653b61d30805,"10:43 am on 4 February, 2023 | Gina: Searching for the perfect dance studio's a tough job, Jon. Hang in there and you'll find it soon!
10:43 am on 4 February, 2023 | Jon: Thanks! Appreciate your encouragement - it means a lot! I'm working on my business and some new dance routines - rehearsing hard for an upcoming show. I'm passionate about dancing and it brings me so much joy and fulfillment.
10:43 am on 4 February, 2023 | Gina: Wow, Jon! You're so talented! What show ya got planned?
10:43 am on 4 February, 2023 | Jon: I'm getting ready for a dance comp near me next month. It's a great chance for me to show my skillz and, hopefully, get some props from the dance fam. Super stoked!
10:43 am on 4 February, 2023 | Gina: Wow Jon, you're gonna kill it in that competition. Your hard work and talent will pay off! Good luck.
10:43 am on 4 February, 2023 | Jon: Thanks! Your help means a lot. I'll do my best to make you proud!
10:43 am on 4 February, 2023 | Gina: No doubt, Jon you've got this. Your passion and commitment are awesome! Keep it up!
10:43 am on 4 February, 2023 | Jon: Thanks! I'm going for my dreams!
10:43 am on 4 February, 2023 | Gina: Absolutely Jon. I'm always here to cheer you on. Make your dreams happen - keep going and believe in yourself. You got this!
10:43 am on 4 February, 2023 | Jon: Thanks, Gina! Your kind words mean a lot. I won't give up!",0,1,1,1,
#104:37,frame,fn:Store:Possessor->Supply,fn:Store,Gina,cool new fashion piece,Possessor,Supply,Store,pos,none,asserted,False,,frame,True,,,c18db2c5efeef93a,"9:32 am on 8 February, 2023 | Gina: Hey Jon! Great hearing from you again. How have you been? BTW, I found a cool new fashion piece for my store. Can't wait to share with my customers.
9:32 am on 8 February, 2023 | Jon: Hey Gina! Congrats on the new fashion piece! Looks like your store is growing. Remenber the festival I told you about? Had that performance and it was awesome - so many people there complementing my dance moves. Dancing brings me joy and it was nice to be reminded why I'm passionate about it.
9:32 am on 8 February, 2023 | Gina: Wow! That looks great. You look badass on stage. BTW, what's your favorite part of running your own studio?
9:32 am on 8 February, 2023 | Jon: Thanks, Gina! I love running my own studio. It's great having the freedom to create a space and help dancers of all ages and levels express themselves. I'm super thrilled about dancing each day and seeing my students progress. It's so fulfilling.
9:32 am on 8 February, 2023 | Gina: That's awesome! I'm sure you feel great knowing your students are doing so well with dance. It's amazing what it can do for people! Oh, and btw - I've been working hard on my online store and just teamed up with a local artist for some cool designs. Check 'em out!
9:32 am on 8 February, 2023 | Jon: It looks awesome. Your commitment and creativity in your business really stands out. How'd you come up with these cool designs?",1,1,1,1,
#104:38,frame,fn:Store:Supply->Use,fn:Store,cool new fashion piece,store,Supply,Use,Store,pos,none,asserted,False,,frame,True,,,c18db2c5efeef93a,"9:32 am on 8 February, 2023 | Gina: Hey Jon! Great hearing from you again. How have you been? BTW, I found a cool new fashion piece for my store. Can't wait to share with my customers.
9:32 am on 8 February, 2023 | Jon: Hey Gina! Congrats on the new fashion piece! Looks like your store is growing. Remenber the festival I told you about? Had that performance and it was awesome - so many people there complementing my dance moves. Dancing brings me joy and it was nice to be reminded why I'm passionate about it.
9:32 am on 8 February, 2023 | Gina: Wow! That looks great. You look badass on stage. BTW, what's your favorite part of running your own studio?
9:32 am on 8 February, 2023 | Jon: Thanks, Gina! I love running my own studio. It's great having the freedom to create a space and help dancers of all ages and levels express themselves. I'm super thrilled about dancing each day and seeing my students progress. It's so fulfilling.
9:32 am on 8 February, 2023 | Gina: That's awesome! I'm sure you feel great knowing your students are doing so well with dance. It's amazing what it can do for people! Oh, and btw - I've been working hard on my online store and just teamed up with a local artist for some cool designs. Check 'em out!
9:32 am on 8 February, 2023 | Jon: It looks awesome. Your commitment and creativity in your business really stands out. How'd you come up with these cool designs?",0,1,1,1,
#104:39,frame,fn:Store:Possessor->Supply,fn:Store,Jon,store,Possessor,Supply,Store,pos,none,asserted,False,,frame,True,,,c18db2c5efeef93a,"9:32 am on 8 February, 2023 | Gina: Hey Jon! Great hearing from you again. How have you been? BTW, I found a cool new fashion piece for my store. Can't wait to share with my customers.
9:32 am on 8 February, 2023 | Jon: Hey Gina! Congrats on the new fashion piece! Looks like your store is growing. Remenber the festival I told you about? Had that performance and it was awesome - so many people there complementing my dance moves. Dancing brings me joy and it was nice to be reminded why I'm passionate about it.
9:32 am on 8 February, 2023 | Gina: Wow! That looks great. You look badass on stage. BTW, what's your favorite part of running your own studio?
9:32 am on 8 February, 2023 | Jon: Thanks, Gina! I love running my own studio. It's great having the freedom to create a space and help dancers of all ages and levels express themselves. I'm super thrilled about dancing each day and seeing my students progress. It's so fulfilling.
9:32 am on 8 February, 2023 | Gina: That's awesome! I'm sure you feel great knowing your students are doing so well with dance. It's amazing what it can do for people! Oh, and btw - I've been working hard on my online store and just teamed up with a local artist for some cool designs. Check 'em out!
9:32 am on 8 February, 2023 | Jon: It looks awesome. Your commitment and creativity in your business really stands out. How'd you come up with these cool designs?",0,1,1,1,
#104:40,frame,fn:Performing_arts:Performance->Performer,fn:Performing_arts,performance,Gina,Performance,Performer,Performing_arts,pos,none,asserted,False,,frame,True,,,c18db2c5efeef93a,"9:32 am on 8 February, 2023 | Gina: Hey Jon! Great hearing from you again. How have you been? BTW, I found a cool new fashion piece for my store. Can't wait to share with my customers.
9:32 am on 8 February, 2023 | Jon: Hey Gina! Congrats on the new fashion piece! Looks like your store is growing. Remenber the festival I told you about? Had that performance and it was awesome - so many people there complementing my dance moves. Dancing brings me joy and it was nice to be reminded why I'm passionate about it.
9:32 am on 8 February, 2023 | Gina: Wow! That looks great. You look badass on stage. BTW, what's your favorite part of running your own studio?
9:32 am on 8 February, 2023 | Jon: Thanks, Gina! I love running my own studio. It's great having the freedom to create a space and help dancers of all ages and levels express themselves. I'm super thrilled about dancing each day and seeing my students progress. It's so fulfilling.
9:32 am on 8 February, 2023 | Gina: That's awesome! I'm sure you feel great knowing your students are doing so well with dance. It's amazing what it can do for people! Oh, and btw - I've been working hard on my online store and just teamed up with a local artist for some cool designs. Check 'em out!
9:32 am on 8 February, 2023 | Jon: It looks awesome. Your commitment and creativity in your business really stands out. How'd you come up with these cool designs?",0,1,1,1,
#104:4099,frame,fn:Non-commutative_statement:Term_1->Term_2,fn:Non-commutative_statement,Jon,studio,Term_1,Term_2,Non-commutative_statement,pos,none,asserted,False,,frame,True,,,c605b5c00641da2a,"3:14 pm on 11 May, 2023 | Gina: You're living the dream and inspiring others too! Your studio will totally change things for lots of folks.
3:14 pm on 11 May, 2023 | Jon: I hope so, Gina. I want to create a place for people to dance and express themselves - it's been a dream of mine.
3:14 pm on 11 May, 2023 | Gina: That's a great dream, Jon! Giving people a place to express themselves with dance is really important. Your studio is gonna make a huge difference. Can't wait to see it happen!
3:14 pm on 11 May, 2023 | Jon: Thanks! Your help means a lot. Keep you posted on the dance studio progress.
3:14 pm on 11 May, 2023 | Gina: Thanks! Really appreciate you keeping me in the loop on this cool project. Can't wait to hear more and watch it come to life! Oh, btw, I had an interview for a design internship yesterday! It was so cool.
3:14 pm on 11 May, 2023 | Jon: Wow, Gina, I'm stoked about this! Taking a risk is scary, but I'm sure following my dreams will pay off in the end. How did the interview go?
3:14 pm on 11 May, 2023 | Gina: It was great!
3:14 pm on 11 May, 2023 | Jon: Glad to hear it. Been practicing dance routines lately, it keeps my mind focused and motivated.
3:14 pm on 11 May, 2023 | Gina: Wow! That's great. Dancing is awesome for staying focused. Wanna show me a routine sometime?
3:14 pm on 11 May, 2023 | Jon: Sure, Gina! Wanna see one of my routines? Lemme know when you got time and I'll send you a vid.
3:14 pm on 11 May, 2023 | Gina: Yeah, Jon, I'll watch your routine! So proud of you!",0,0,1,1,
#104:4115,frame,fn:Project:Agent->Goal,fn:Project,Gina,Success,Agent,Goal,Project,pos,none,asserted,False,,frame,True,,,1ccfc900ce449c57,"7:18 pm on 27 May, 2023 | Jon: Thanks, Gina! It helps me keep track of ideas and milestones. Gives me a visual of my progress and keeps me organized.
7:18 pm on 27 May, 2023 | Gina: Nice idea! Having something visual can help with organizing and motivation. What're you working on currently?
7:18 pm on 27 May, 2023 | Jon: I'm wrapping up the business plan and looking for investors. My passion for the project and belief in its success are driving me.
7:18 pm on 27 May, 2023 | Gina: Wow, Jon! Impressed by your commitment. How's the hunt for investors going?
7:18 pm on 27 May, 2023 | Jon: Thanks! Searching for investors has been tough, but I'm staying hopeful. It's all a process and I'm learning a ton.
7:18 pm on 27 May, 2023 | Gina: Yeah Jon, you've got the right attitude! Keep learning and growing through it all. Keep going!
7:18 pm on 27 May, 2023 | Jon: Thanks! I really appreciate your help. I'm gonna keep on going and never quit.
7:18 pm on 27 May, 2023 | Gina: Keep it up!
7:18 pm on 27 May, 2023 | Jon: Thanks! Your words really mean a lot. Don't worry, I won't let anything get me down.
7:18 pm on 27 May, 2023 | Gina: Go Jon! Obstacles are inevitable, but you can do awesome things. Keep going!",0,0,1,1,
#104:4121,frame,fn:Accomplishment:Agent->Goal,fn:Accomplishment,Gina,achievements,Agent,Goal,Accomplishment,pos,none,asserted,False,,frame,True,,,f615b5e745db1073,"8:29 pm on 13 June, 2023 | Jon: Yeah, a mentor can do wonders. Guidance and support can help dancers really shine.
8:29 pm on 13 June, 2023 | Gina: Nice one, Jon! How've you been using it?
8:29 pm on 13 June, 2023 | Jon: I'm using it to stay organized and motivated. It sets goals, tracks my achievements and helps me find areas to improve.
8:29 pm on 13 June, 2023 | Gina: Really cool system! Being organized sure is key for getting stuff done. How do you keep up with your goals and progress?
8:29 pm on 13 June, 2023 | Jon: I also use whiteboard to stay on track, visualize goals and tokenize successes. It keeps me motivated and focused.
8:29 pm on 13 June, 2023 | Gina: Cool! Are you using different colors?
8:29 pm on 13 June, 2023 | Jon: Yes. I color-code achievements so I can easily track my progress and stay motivated.
8:29 pm on 13 June, 2023 | Gina: Wow, color-coding is a great way to track your progress & stay motivated. Keep it up!
8:29 pm on 13 June, 2023 | Jon: Thanks! It helps me stay motivated and reminds me why I'm doing this.
8:29 pm on 13 June, 2023 | Gina: Yeah, its a great idea!
8:29 pm on 13 June, 2023 | Jon: Thanks!
8:29 pm on 13 June, 2023 | Gina: Remember that staying positive is very important.  Rock on!
8:29 pm on 13 June, 2023 | Jon: Thanks, Gina! Your support's really been awesome.
8:29 pm on 13 June, 2023 | Gina: Thanks! Keep going for your dreams and don't quit!
8:29 pm on 13 June, 2023 | Jon: I won't give up, Gina! I'll keep pushing and working to make my dreams happen. Thanks for the support!",0,1,1,1,
#104:4122,frame,fn:Accomplishment:Agent->Goal,fn:Accomplishment,Gina,goals,Agent,Goal,Accomplishment,pos,none,asserted,False,,frame,True,,,f615b5e745db1073,"8:29 pm on 13 June, 2023 | Jon: Yeah, a mentor can do wonders. Guidance and support can help dancers really shine.
8:29 pm on 13 June, 2023 | Gina: Nice one, Jon! How've you been using it?
8:29 pm on 13 June, 2023 | Jon: I'm using it to stay organized and motivated. It sets goals, tracks my achievements and helps me find areas to improve.
8:29 pm on 13 June, 2023 | Gina: Really cool system! Being organized sure is key for getting stuff done. How do you keep up with your goals and progress?
8:29 pm on 13 June, 2023 | Jon: I also use whiteboard to stay on track, visualize goals and tokenize successes. It keeps me motivated and focused.
8:29 pm on 13 June, 2023 | Gina: Cool! Are you using different colors?
8:29 pm on 13 June, 2023 | Jon: Yes. I color-code achievements so I can easily track my progress and stay motivated.
8:29 pm on 13 June, 2023 | Gina: Wow, color-coding is a great way to track your progress & stay motivated. Keep it up!
8:29 pm on 13 June, 2023 | Jon: Thanks! It helps me stay motivated and reminds me why I'm doing this.
8:29 pm on 13 June, 2023 | Gina: Yeah, its a great idea!
8:29 pm on 13 June, 2023 | Jon: Thanks!
8:29 pm on 13 June, 2023 | Gina: Remember that staying positive is very important.  Rock on!
8:29 pm on 13 June, 2023 | Jon: Thanks, Gina! Your support's really been awesome.
8:29 pm on 13 June, 2023 | Gina: Thanks! Keep going for your dreams and don't quit!
8:29 pm on 13 June, 2023 | Jon: I won't give up, Gina! I'll keep pushing and working to make my dreams happen. Thanks for the support!",0,1,1,1,
#104:4123,frame,fn:Purpose:Agent->Goal,fn:Purpose,Jon,goals,Agent,Goal,Purpose,pos,none,asserted,False,,frame,True,,,f615b5e745db1073,"8:29 pm on 13 June, 2023 | Jon: Yeah, a mentor can do wonders. Guidance and support can help dancers really shine.
8:29 pm on 13 June, 2023 | Gina: Nice one, Jon! How've you been using it?
8:29 pm on 13 June, 2023 | Jon: I'm using it to stay organized and motivated. It sets goals, tracks my achievements and helps me find areas to improve.
8:29 pm on 13 June, 2023 | Gina: Really cool system! Being organized sure is key for getting stuff done. How do you keep up with your goals and progress?
8:29 pm on 13 June, 2023 | Jon: I also use whiteboard to stay on track, visualize goals and tokenize successes. It keeps me motivated and focused.
8:29 pm on 13 June, 2023 | Gina: Cool! Are you using different colors?
8:29 pm on 13 June, 2023 | Jon: Yes. I color-code achievements so I can easily track my progress and stay motivated.
8:29 pm on 13 June, 2023 | Gina: Wow, color-coding is a great way to track your progress & stay motivated. Keep it up!
8:29 pm on 13 June, 2023 | Jon: Thanks! It helps me stay motivated and reminds me why I'm doing this.
8:29 pm on 13 June, 2023 | Gina: Yeah, its a great idea!
8:29 pm on 13 June, 2023 | Jon: Thanks!
8:29 pm on 13 June, 2023 | Gina: Remember that staying positive is very important.  Rock on!
8:29 pm on 13 June, 2023 | Jon: Thanks, Gina! Your support's really been awesome.
8:29 pm on 13 June, 2023 | Gina: Thanks! Keep going for your dreams and don't quit!
8:29 pm on 13 June, 2023 | Jon: I won't give up, Gina! I'll keep pushing and working to make my dreams happen. Thanks for the support!",1,1,1,1,
#104:4124,frame,fn:Purpose:Agent->Goal,fn:Purpose,Jon,progress,Agent,Goal,Purpose,pos,none,asserted,False,,frame,True,,,f615b5e745db1073,"8:29 pm on 13 June, 2023 | Jon: Yeah, a mentor can do wonders. Guidance and support can help dancers really shine.
8:29 pm on 13 June, 2023 | Gina: Nice one, Jon! How've you been using it?
8:29 pm on 13 June, 2023 | Jon: I'm using it to stay organized and motivated. It sets goals, tracks my achievements and helps me find areas to improve.
8:29 pm on 13 June, 2023 | Gina: Really cool system! Being organized sure is key for getting stuff done. How do you keep up with your goals and progress?
8:29 pm on 13 June, 2023 | Jon: I also use whiteboard to stay on track, visualize goals and tokenize successes. It keeps me motivated and focused.
8:29 pm on 13 June, 2023 | Gina: Cool! Are you using different colors?
8:29 pm on 13 June, 2023 | Jon: Yes. I color-code achievements so I can easily track my progress and stay motivated.
8:29 pm on 13 June, 2023 | Gina: Wow, color-coding is a great way to track your progress & stay motivated. Keep it up!
8:29 pm on 13 June, 2023 | Jon: Thanks! It helps me stay motivated and reminds me why I'm doing this.
8:29 pm on 13 June, 2023 | Gina: Yeah, its a great idea!
8:29 pm on 13 June, 2023 | Jon: Thanks!
8:29 pm on 13 June, 2023 | Gina: Remember that staying positive is very important.  Rock on!
8:29 pm on 13 June, 2023 | Jon: Thanks, Gina! Your support's really been awesome.
8:29 pm on 13 June, 2023 | Gina: Thanks! Keep going for your dreams and don't quit!
8:29 pm on 13 June, 2023 | Jon: I won't give up, Gina! I'll keep pushing and working to make my dreams happen. Thanks for the support!",1,1,1,1,
