rid,tier,canonical_predicate,predicate,head,tail,head_role,tail_role,frame,polarity,modality,epistemic,hedged,attributed_to,anchor,reified,confidence,verifier_score,evidence_chunk_ids,evidence_text,judge_span,judge_predicate,judge_direction,judge_polarity_modality,notes
#68:2170,frame,fn:Cause_to_be_included:Existing_member->Group,Cause_to_be_included,Gina,People,Existing_member,Group,Cause_to_be_included,pos,none,asserted,False,,frame,True,,,fa118a62910b35db,"Jon: Wow, that's great! What made you combine clothing biz and dance?
Gina: Thanks! I'm passionate about dance and fashion so combining them lets me show my creativity and share my love with others. Plus, I can add dance-inspired items to my store!
Jon: Nice work! Combining passions is always cool. How's it going?
Gina: Thanks! So far, so good - customers love the new offers and promotions, which means I'm seeing more sales. People seem to really like my designs, so I'm always on the hunt for unique, trendy pieces. Growing my customer base is the main focus right now.
Jon: Sounds like all your effort's paying off. Anything planned to grow your customer base?",,,,,
#68:2173,frame,fn:Cause_to_be_included:Existing_member->Group,Cause_to_be_included,Jon,People,Existing_member,Group,Cause_to_be_included,pos,none,asserted,False,,frame,True,,,fa118a62910b35db,"Jon: Wow, that's great! What made you combine clothing biz and dance?
Gina: Thanks! I'm passionate about dance and fashion so combining them lets me show my creativity and share my love with others. Plus, I can add dance-inspired items to my store!
Jon: Nice work! Combining passions is always cool. How's it going?
Gina: Thanks! So far, so good - customers love the new offers and promotions, which means I'm seeing more sales. People seem to really like my designs, so I'm always on the hunt for unique, trendy pieces. Growing my customer base is the main focus right now.
Jon: Sounds like all your effort's paying off. Anything planned to grow your customer base?",,,,,
#68:32,frame,fn:Getting:Recipient->Theme,Getting,Gina,Jon's passions,Recipient,Theme,Getting,pos,none,asserted,False,,frame,True,0.5,,de93988dbf479f8a,"Jon: Success is almost here. We got this!
Jon: Hey Gina, hope you're doing ok! Still following my passion for dance. It's been bumpy, but I'm determined to make it work. I'm still searching for a place to open my dance studio.
Gina: Hi Jon! So happy you're pushing forward with dancing! Inspiring 💪 I emailed some wholesalers and one replied and said yes today! I'm over the moon because now I can expand my clothing store and get closer to my customers. Check it out - here's a pic!
Jon: Wow, Gina! You found the perfect spot for your store. Way to go, hard work's paying off!
Gina: Thanks! Glad you like it. Yeah, it's a great spot. Here's a peek at the space I designed. Cozy and inviting - perfect for customers to check out all the trendy pieces.",,,,,
#68:4118,frame,fn:Event:Place->Time,Event,dance studio,awesome night,Place,Time,Event,pos,none,asserted,False,,frame,True,,,62620a91dd2d3518,"Gina: Woah, cool event! What's gonna be happening? I'd love to join in and show my support!
Jon: Thanks, Gina! My dance studio and some other schools are bringing their best moves for an awesome night of performances and judging. It'll be super creative and fun. Come join us!
Gina: Sounds great! I'm definitely in for the show.
Jon: Cool! Can't wait to see you!
Gina: Thanks, Jon! See you at the event!",,,,,
#68:4161,frame,fn:Needing:Cognizer->Consequences,Needing,Jon,Challenges,Cognizer,Consequences,Needing,pos,none,asserted,False,,frame,True,,,cb3cd504a6770cd1,"Jon: Thanks, Gina! Appreciate your support. Your store looks great, I remember it!
Gina: Thanks, Jon! After losing my job, I wanted to take control of my own destiny and this seemed like the perfect way to do it. It's been a tough journey, but very rewarding.
Jon: Wow, you're awesome for going for it! Setbacks can help us reach our potential, right? I'm having trouble with my business project. Any advice on staying motivated even when times are tough?
Gina: Yeah Jon! Challenges are awesome for learning and growth. To stay motivated, I think of the big goal and why I'm doing it. I also get help from people who support me. And of course, I dance it out. Do you need advice on anything in particular?
Jon: I've been feeling kinda low on confidence lately. It's hard to run a business when you don't have faith in yourself. Any tips on how you stay confident in your business?",,,,,
#68:4180,frame,fn:Feeling:Emotion->Experiencer,Feeling,determination,Dance,Emotion,Experiencer,Feeling,pos,none,asserted,False,,frame,True,,,985e61f89c4e07e7,"Gina: It must be scary stepping into the unknown but I know you can do it, Jon. With your determination and drive, your dance studio will be a huge success. Keep that positive outlook and keep going!
Jon: Thanks! It's a bit scary, but I just think about my love for dance and how it makes me feel. It's been my stress-buster since childhood!
Gina: Gotcha, Jon! Dance is my stress fix too. As soon as I start, all my worries vanish. It's amazing what we can do for our own mental health with something we enjoy.
Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.",,,,,
#68:4182,frame,fn:Feeling:Emotion->Experiencer,Feeling,determination,Jon,Emotion,Experiencer,Feeling,pos,none,asserted,False,,frame,True,,,985e61f89c4e07e7,"Gina: It must be scary stepping into the unknown but I know you can do it, Jon. With your determination and drive, your dance studio will be a huge success. Keep that positive outlook and keep going!
Jon: Thanks! It's a bit scary, but I just think about my love for dance and how it makes me feel. It's been my stress-buster since childhood!
Gina: Gotcha, Jon! Dance is my stress fix too. As soon as I start, all my worries vanish. It's amazing what we can do for our own mental health with something we enjoy.
Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.",,,,,
#68:4183,frame,fn:Feeling:Emotion->Experiencer,Feeling,drive,Dance,Emotion,Experiencer,Feeling,pos,none,asserted,False,,frame,True,,,985e61f89c4e07e7,"Gina: It must be scary stepping into the unknown but I know you can do it, Jon. With your determination and drive, your dance studio will be a huge success. Keep that positive outlook and keep going!
Jon: Thanks! It's a bit scary, but I just think about my love for dance and how it makes me feel. It's been my stress-buster since childhood!
Gina: Gotcha, Jon! Dance is my stress fix too. As soon as I start, all my worries vanish. It's amazing what we can do for our own mental health with something we enjoy.
Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.",,,,,
#68:4191,frame,fn:Bringing:Agent->Theme,Bringing,Gina,dancing,Agent,Theme,Bringing,pos,none,asserted,False,,frame,True,,,f47c630632ff6f2a,"Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.
Jon: Yep! Dancing is like second nature to me. I'm living my dream by having my own dance studio and teaching others.
Gina: You're living the dream and inspiring others too! Your studio will totally change things for lots of folks.
Jon: I hope so, Gina. I want to create a place for people to dance and express themselves - it's been a dream of mine.",,,,,
#68:4192,frame,fn:Bringing:Agent->Theme,Bringing,Jon,Dance,Agent,Theme,Bringing,pos,none,asserted,False,,frame,True,,,f47c630632ff6f2a,"Jon: Yeah, Gina! Dancing helps me de-stress. It's where I'm most alive. It's a must-have in my life.
Gina: I get it, Jon. Dance is just me -- I can't picture life without it. It's like air.
Jon: Yep! Dancing is like second nature to me. I'm living my dream by having my own dance studio and teaching others.
Gina: You're living the dream and inspiring others too! Your studio will totally change things for lots of folks.
Jon: I hope so, Gina. I want to create a place for people to dance and express themselves - it's been a dream of mine.",,,,,
#68:4201,frame,fn:Activity_ongoing:Activity->Agent,Activity_ongoing,express themselves,Jon,Activity,Agent,Activity_ongoing,pos,none,asserted,False,,frame,True,,,304f2ba22156c31f,"Gina: You're living the dream and inspiring others too! Your studio will totally change things for lots of folks.
Jon: I hope so, Gina. I want to create a place for people to dance and express themselves - it's been a dream of mine.
Gina: That's a great dream, Jon! Giving people a place to express themselves with dance is really important. Your studio is gonna make a huge difference. Can't wait to see it happen!
Jon: Thanks! Your help means a lot. Keep you posted on the dance studio progress.
Gina: Thanks! Really appreciate you keeping me in the loop on this cool project. Can't wait to hear more and watch it come to life! Oh, btw, I had an interview for a design internship yesterday! It was so cool.",,,,,
#68:4207,frame,fn:Activity_ongoing:Activity->Agent,Activity_ongoing,dance routines,Gina,Activity,Agent,Activity_ongoing,pos,none,asserted,False,,frame,True,,,3c9b0c7c819a2d61,"Jon: Thanks! Your help means a lot. Keep you posted on the dance studio progress.
Gina: Thanks! Really appreciate you keeping me in the loop on this cool project. Can't wait to hear more and watch it come to life! Oh, btw, I had an interview for a design internship yesterday! It was so cool.
Jon: Wow, Gina, I'm stoked about this! Taking a risk is scary, but I'm sure following my dreams will pay off in the end. How did the interview go?
Gina: It was great!
Jon: Glad to hear it. Been practicing dance routines lately, it keeps my mind focused and motivated.",,,,,
#68:4221,frame,fn:Getting:Recipient->Theme,Getting,Gina,fashion,Recipient,Theme,Getting,pos,none,asserted,False,,frame,True,,,f33ef2f0c0588d01,"Gina: Thanks! I'm excited and kinda nervous. Gonna be a big change. It's part-time position in the fashion department of an international company.
Jon: Way to go, Gina! You really stepped up. What's your plan for the future?
Gina: Thanks! I'm a mix of excited and scared to get into fashion, but I'm trying to stay upbeat and learn as much as I can. What about you? Got something new?
Jon: I'm currently reading ""The Lean Startup"" and hoping it'll give me tips for my biz.
Gina: It sounds great! Could it spark any ideas for your dance studio?",,,,,
#68:4232,frame,fn:Activity_ongoing:Activity->Agent,Activity_ongoing,hunt for investors,Gina,Activity,Agent,Activity_ongoing,pos,none,asserted,False,,frame,True,,,b25a657fb4fa6df7 2920b01b77549548,"Gina: Woah, Jon, that whiteboard's got a bunch of good ideas! How you gonna keep track and stay on schedule with those dates?
Jon: Thanks, Gina! It helps me keep track of ideas and milestones. Gives me a visual of my progress and keeps me organized.
Gina: Nice idea! Having something visual can help with organizing and motivation. What're you working on currently?
Jon: I'm wrapping up the business plan and looking for investors. My passion for the project and belief in its success are driving me.
Gina: Wow, Jon! Impressed by your commitment. How's the hunt for investors going?
--- chunk break ---
Jon: I'm wrapping up the business plan and looking for investors. My passion for the project and belief in its success are driving me.
Gina: Wow, Jon! Impressed by your commitment. How's the hunt for investors going?
Jon: Thanks! Searching for investors has been tough, but I'm staying hopeful. It's all a process and I'm learning a ton.
Gina: Yeah Jon, you've got the right attitude! Keep learning and growing through it all. Keep going!
Jon: Thanks! I really appreciate your help. I'm gonna keep on going and never quit.",,,,,
#68:4233,frame,fn:Activity_ongoing:Activity->Agent,Activity_ongoing,hunt for investors,Jon,Activity,Agent,Activity_ongoing,pos,none,asserted,False,,frame,True,,,b25a657fb4fa6df7 2920b01b77549548,"Gina: Woah, Jon, that whiteboard's got a bunch of good ideas! How you gonna keep track and stay on schedule with those dates?
Jon: Thanks, Gina! It helps me keep track of ideas and milestones. Gives me a visual of my progress and keeps me organized.
Gina: Nice idea! Having something visual can help with organizing and motivation. What're you working on currently?
Jon: I'm wrapping up the business plan and looking for investors. My passion for the project and belief in its success are driving me.
Gina: Wow, Jon! Impressed by your commitment. How's the hunt for investors going?
--- chunk break ---
Jon: I'm wrapping up the business plan and looking for investors. My passion for the project and belief in its success are driving me.
Gina: Wow, Jon! Impressed by your commitment. How's the hunt for investors going?
Jon: Thanks! Searching for investors has been tough, but I'm staying hopeful. It's all a process and I'm learning a ton.
Gina: Yeah Jon, you've got the right attitude! Keep learning and growing through it all. Keep going!
Jon: Thanks! I really appreciate your help. I'm gonna keep on going and never quit.",,,,,
#68:4238,frame,fn:Cause_to_continue:Agent->State,Cause_to_continue,Jon,never quit,Agent,State,Cause_to_continue,pos,none,asserted,False,,frame,True,,,c7d227a224672e85,"Gina: Yeah Jon, you've got the right attitude! Keep learning and growing through it all. Keep going!
Jon: Thanks! I really appreciate your help. I'm gonna keep on going and never quit.
Gina: Keep it up!
Jon: Thanks! Your words really mean a lot. Don't worry, I won't let anything get me down.
Gina: Go Jon! Obstacles are inevitable, but you can do awesome things. Keep going!",,,,,
#68:4252,frame,fn:Assistance:Focal_entity->Helper,Assistance,Gina,support,Focal_entity,Helper,Assistance,pos,none,asserted,False,,frame,True,,,f0a6453ad908b198,"Jon: Thanks, Gina! It's been so inspiring to work with our young dancers, seeing their passion and commitment. Opening the dance studio's been a great experience - I want it to be a place of support and encouragement for all our dancers. Will you show me this presentation?
Gina: Shure, I will send it to you later. Starting this studio isn't just a business, it's a place for dancers to grow. What support are you offering them?
Jon: Besides the dance classes and workshops, I'm offering one-on-one mentoring and training to help dancers reach their full potential.
Gina: Your one-on-one mentoring and training will really push dancers to reach their goals. I totally get it, I had a mentor too when I was learning how to dance.
Jon: Yeah, a mentor can do wonders. Guidance and support can help dancers really shine.",,,,,
#68:4256,frame,fn:Assistance:Focal_entity->Goal,Assistance,Gina,achievements,Focal_entity,Goal,Assistance,pos,none,asserted,False,,frame,True,,,64eccbfa04ac20a6,"Gina: Your one-on-one mentoring and training will really push dancers to reach their goals. I totally get it, I had a mentor too when I was learning how to dance.
Jon: Yeah, a mentor can do wonders. Guidance and support can help dancers really shine.
Gina: Nice one, Jon! How've you been using it?
Jon: I'm using it to stay organized and motivated. It sets goals, tracks my achievements and helps me find areas to improve.
Gina: Really cool system! Being organized sure is key for getting stuff done. How do you keep up with your goals and progress?",,,,,
#68:49,frame,fn:Bringing:Agent->Area,Bringing,Gina,downtown,Agent,Area,Bringing,pos,none,asserted,False,,frame,True,,,c97b07f46187de49,"Jon: Hey Gina! Thanks for asking. I'm on the hunt for the ideal spot for my dance studio and it's been quite a journey! I've been looking at different places and picturing how the space would look. I even found a place with great natural light! Oh, I've been to Paris yesterday! It was sooo cool.
Gina: Wow, nice spot! Where is it? Got any other features you want to think about before you decide? Paris?! That is really great Jon! Never had a chance to visit it. Been only to Rome once.
Jon: It's downtown which is awesome cuz it's easy to get to. Plus the natural light! Gotta check the size & floor quality too. We need a good dance floor with enough bounce for me & my students to dance safely.
Gina: Definitely! Dance floors help avoid injuries and make dancing more enjoyable. You thinking about it is great. Any particular type of flooring you like?
Jon: Yeah, good flooring's crucial. I'm after Marley flooring, which is what dance studios usually use. It's great 'cause it's grippy but still lets you move, plus it's tough and easy to keep clean.",,,,,
#68:51,frame,fn:Bringing:Agent->Area,Bringing,Gina,Rome,Agent,Area,Bringing,pos,none,asserted,False,,frame,True,,,c97b07f46187de49,"Jon: Hey Gina! Thanks for asking. I'm on the hunt for the ideal spot for my dance studio and it's been quite a journey! I've been looking at different places and picturing how the space would look. I even found a place with great natural light! Oh, I've been to Paris yesterday! It was sooo cool.
Gina: Wow, nice spot! Where is it? Got any other features you want to think about before you decide? Paris?! That is really great Jon! Never had a chance to visit it. Been only to Rome once.
Jon: It's downtown which is awesome cuz it's easy to get to. Plus the natural light! Gotta check the size & floor quality too. We need a good dance floor with enough bounce for me & my students to dance safely.
Gina: Definitely! Dance floors help avoid injuries and make dancing more enjoyable. You thinking about it is great. Any particular type of flooring you like?
Jon: Yeah, good flooring's crucial. I'm after Marley flooring, which is what dance studios usually use. It's great 'cause it's grippy but still lets you move, plus it's tough and easy to keep clean.",,,,,
#68:53,frame,fn:Bringing:Agent->Area,Bringing,Jon,downtown,Agent,Area,Bringing,pos,none,asserted,False,,frame,True,,,c97b07f46187de49,"Jon: Hey Gina! Thanks for asking. I'm on the hunt for the ideal spot for my dance studio and it's been quite a journey! I've been looking at different places and picturing how the space would look. I even found a place with great natural light! Oh, I've been to Paris yesterday! It was sooo cool.
Gina: Wow, nice spot! Where is it? Got any other features you want to think about before you decide? Paris?! That is really great Jon! Never had a chance to visit it. Been only to Rome once.
Jon: It's downtown which is awesome cuz it's easy to get to. Plus the natural light! Gotta check the size & floor quality too. We need a good dance floor with enough bounce for me & my students to dance safely.
Gina: Definitely! Dance floors help avoid injuries and make dancing more enjoyable. You thinking about it is great. Any particular type of flooring you like?
Jon: Yeah, good flooring's crucial. I'm after Marley flooring, which is what dance studios usually use. It's great 'cause it's grippy but still lets you move, plus it's tough and easy to keep clean.",,,,,
#68:58,frame,fn:Bringing:Agent->Theme,Bringing,Gina,content,Agent,Theme,Bringing,pos,none,asserted,False,,frame,True,0.5,,a6c1b1877e685aa0,"Gina: Sounds like a great plan, Jon! An online platform can really show off your studio and get investors. Need help with anything?
Jon: Thanks, Gina! Appreciate the offer. Need help with marketing strategies - any advice on reaching my target audience and raising awareness for the dance studio?
Gina: Yeah Jon, marketing is key for getting your dance studio noticed. Instagram and TikTok can help you reach a younger crowd. Posting dance clips or content related to dance can help. You could also collaborate with local influencers or dance communities. I could help you with making content or even managing your accounts if you want.
Jon: Sounds great. I'd really appreciate your help with making content and managing my social media. Let's get together and make the dance studio look awesome!
Gina: Let's create some cool content and manage your social media accounts.",,,,,
#68:6152,frame,fn:Assistance:Benefited_party->Helper,Assistance,Jon,support,Benefited_party,Helper,Assistance,pos,none,asserted,False,,frame,True,,,028d4a3787ef76a4,"Jon: Thanks! It helps me stay motivated and reminds me why I'm doing this.
Gina: Yeah, its a great idea!
Jon: Thanks!
Gina: Remember that staying positive is very important.  Rock on!
Jon: Thanks, Gina! Your support's really been awesome.",,,,,
#68:6153,frame,fn:Assistance:Focal_entity->Helper,Assistance,Rock on,Gina,Focal_entity,Helper,Assistance,pos,none,asserted,False,,frame,True,,,028d4a3787ef76a4,"Jon: Thanks! It helps me stay motivated and reminds me why I'm doing this.
Gina: Yeah, its a great idea!
Jon: Thanks!
Gina: Remember that staying positive is very important.  Rock on!
Jon: Thanks, Gina! Your support's really been awesome.",,,,,
#68:6156,frame,fn:Giving:Recipient->Theme,Giving,Jon,support,Recipient,Theme,Giving,pos,none,asserted,False,,frame,True,,,d44776efdce7adce b75040bb82d294ff,"Gina: Remember that staying positive is very important.  Rock on!
Jon: Thanks, Gina! Your support's really been awesome.
Gina: Thanks! Keep going for your dreams and don't quit!
Jon: I won't give up, Gina! I'll keep pushing and working to make my dreams happen. Thanks for the support!
Jon: Gina, you won't believe it - I got mentored by this amazing business dude yesterday! It was really inspiring and now I'm even more pumped to chase my dreams. What's been up with you lately?
--- chunk break ---
Jon: Thanks, Gina! Seeing my goals written down on paper really helps keep me motivated and focused on what I have to do. I know it won't be easy, but I'm sure it'll pay off. Thanks for the support!
Gina: No worries, Jon! When things get rough, keep persevering and keep working hard. You'll get there! Don't quit!
Jon: Thanks, Gina! That sign reminds me to never give up, however hard things get. I'll keep going!
Gina: Believe in yourself and keep going. You can do it!
Jon: Thanks! I'm feeling confident and won't give up. Your support means a ton to me.",,,,,
#68:6167,frame,fn:Giving:Donor->Theme,Giving,Gina,performing,Donor,Theme,Giving,pos,none,asserted,False,,frame,True,,,d509de988b091303,"Jon: Wow, that's an awesome pic! You guys look great and passionate about dancing. Reminds me how much I love performing. Thanks for sharing!
Gina: Thanks! I'm glad the pic reminded you of your love for dancing. Keep going after your dreams!
Jon: Sure thing, Gina! Your help means a lot to me. I'm not giving up.
Gina: Go, Jon! I'm here for you. Keep going!
Jon: Knowing you've got my back really helps keep me going. I won't let you down!",,,,,
#68:6172,frame,fn:Activity_ongoing:Activity->Duration,Activity_ongoing,Dance,short trip,Activity,Duration,Activity_ongoing,pos,none,asserted,False,,frame,True,,,89af98a3109c16d6,"Gina: Go, Jon! I'm here for you. Keep going!
Jon: Knowing you've got my back really helps keep me going. I won't let you down!
Gina: No worries, Jon! You're really inspiring with your determination and passion for dance. Keep it up!
Jon: Hey Gina, hope you're doing great! Still working on my biz. Took a short trip last week to Rome to clear my mind a little.
Gina: Hi! Good for you! It definitely will help you to concentrate on your biz better.",,,,,
